["楼层", "用户ID", "用户名", "性别", "评论内容", "点赞数", "回复数", "评论时间"][177, "13417356", "铿爷爱睇戏", "男", "1天100集，6天扫完", 8, 3, "2018-01-22 15:14:24"]
[154, "13304789", "匿名网友486", "保密", "老师不应该来做程序的啊，开个成功学培训中心，必定是一代教父。", 8, 0, "2018-01-06 12:51:31"]
[554, "8821605", "Oakmomo", "男", "飞机大战装pygame的，请先装pycharm，在新建的.py文件夹打出import pygame，鼠标放在pygame上，在红色灯泡处，选install，就安装完了。安装不上报timeout错误的，请百度搜索，pip镜像安装，修改清华的镜像。\n看到好多同学一个模块搞了2，3个小时，提醒一下。。。", 7, 2, "2018-08-02 10:53:22"]
[66, "89273587", "石西一条街", "保密", "老师讲得很明白，很透彻，很小白，但是，恰恰适合我这种没接触linux，刚好又两个都想学的人，老师讲得简直赞啊！建议老师在一些特别重要特别重要，必须要掌握的教学视频最后，留一些作业，让我们自己也能独立思考下，然后下一节将正式内容的时候，先给大家讲一下之前留的课堂作业什么的，效果会更加好~~PS：可能我还在看Linux基础，后面Python应该有作业吧。不过不管怎么说，老师讲得都很棒~~~我会坚持下来的", 7, 0, "2017-09-21 00:34:07"]
[1446, "1404064", "大地瓜", "男", "这个老师在我看到过的视频中是讲课最好的，真正做到照顾0基础的新人，而且说话从来没结巴过，组织语言十分清晰。。简单的操作在后面的进阶课程中不停地重复提示而不让新人一上来不适应。 能有人告诉我这老师是谁吗？ 我想了解这个老师！", 7, 0, "2019-03-25 09:42:05"]
[867, "90352772", "万古青天灬一株莲", "男", "看了老师的Python视频我放弃了python 改学了Linux", 7, 0, "2018-11-26 15:56:55"]
[630, "62411178", "暖风如你v", "男", "这应该是我在b站看到过点击量最高的培训机构的it视频了", 7, 0, "2018-09-07 21:23:15"]
[537, "1998408", "一群小mi蜂", "保密", "python 入门手册第四版.pdf\nhttps://pan.baidu.com/s/1TWD_FmlgOnda6ggtESV88w \n配合书籍查阅，效果更佳", 6, 0, "2018-07-27 14:26:42"]
[535, "22076315", "一只阳光鱼", "保密", "该视频官网详细大纲", 6, 3, "2018-07-26 20:35:45"]
[459, "25161846", "尼古拉一特斯拉", "男", "从入门到入坟", 6, 0, "2018-06-19 00:18:45"]
[245, "12411252", "颛孙麒麟", "男", "终于看完了！！！ 老师讲课细心（虽然我是用两倍速看的），获益匪浅", 6, 2, "2018-03-15 23:55:08"]
[233, "17531704", "拖拉机协会", "保密", "一边做笔记一边看视频虽然很慢，但我也终于看完了。十分感谢老师的教导！！", 6, 2, "2018-03-06 21:43:48"]
[132, "23425852", "白翼星空", "男", "虽然几百集看着很多，但是每集都不是很长，并不需要害怕(=・ω・=)", 6, 1, "2017-12-03 13:25:27"]
[74, "2262258", "htrae", "保密", "点击，收藏，退出一气呵成", 6, 0, "2017-09-27 10:58:52"]
[1458, "106790715", "雷惜寒", "男", "当程序员生了孩子:医生:是个男娃！孩子:hello world！", 6, 0, "2019-03-27 07:01:53"]
[1203, "2719525", "Asa丶MOの墨", "男", "我从第一讲开始安装ubuntu  现在还没安装好", 6, 2, "2019-02-09 06:18:51"]
[1064, "12274164", "前尘さん", "保密", "有没有一口气六百集的（笑）[芮小凸小凹_哎]", 6, 0, "2019-01-15 21:28:00"]
[960, "28390847", "精日亲妈飞天爆炸", "男", "我在黑马当辅导，这是基础班的视频，大家可以去黑马的官网下载。基础的视频是免费的，视频里的代码和笔记都有的。", 6, 0, "2018-12-21 01:57:04"]
[729, "11398209", "哔站最帅的UP", "保密", "哪位大佬有老师讲课的Word讲义文件", 6, 4, "2018-10-17 21:03:56"]
[633, "39378745", "就怕社", "保密", "记录274，每天工作之余看20集左右", 6, 0, "2018-09-08 20:37:57"]
[7, "1309845", "哲学大叔", "男", "这一惊一乍的语调应该是为了防睡觉", 1599, 31, "2017-09-05 14:33:31"]
[176, "111963755", "我还会见到你吗", "保密", "https://pan.baidu.com/s/1pMM0beb\n飞机大战游戏素材\n我也是找了好久找到的（/TДT)/", 1210, 40, "2018-01-22 09:13:30"]
[115, "25055139", "wpp1227", "保密", "已收藏，下辈子看。", 715, 13, "2017-11-01 21:50:08"]
[18, "19271298", "山風改二", "男", "这根本就不是python入门，完全就是linux入门教程", 459, 28, "2017-09-07 00:55:45"]
[1008, "280107788", "strncat", "保密", "链接：https://pan.baidu.com/s/1SehvkiQ_IffLDpnScVkBRA \n提取码：kjsx \npython基础的课件，和老师用的一模一样，之前官网下的都是 .md 文件全部转为html文件。希望有更多爱学习的人能看见。把我顶上去。", 75, 9, "2018-12-31 15:45:10"]
[3, "11681827", "59秒的1分", "保密", "这不是Python零基础吗？为毛都是Linux", 92, 14, "2017-09-05 11:53:30"]
[325, "39855995", "YimmortalB", "保密", "给个飞机大战启动卡死的正解！！！！\nwhile True:\n    for event in pygame.event.get():\n        if event.type == pygame.QUIT:\n            pygame.quit()\n\n解决这个卡的问题，顶我上去！！！", 34, 0, "2018-04-22 17:07:18"]
[528, "13087940", "转基因荧光猪", "男", "第040集的代码规范文档\n原文档\nhttps://www.python.org/dev/peps/pep-0008/\n谷歌中文文档\nhttp://zh-google-styleguide.readthedocs.io/en/latest/google-python-styleguide/python_style_rules/\n\n(=・ω・=)", 30, 2, "2018-07-25 08:51:53"]
[172, "34514132", "月心说", "保密", "如果你在班上上课，你觉得老师讲的一点都不好，讲的都是你不感兴趣的内容，你是不是可以大声地说出来：“我听得都要睡着了，听下堂课吧，我要走了。”\n不管出于什么心态，别人也都在学习，你不能把这种负面情绪宣泄到其他人身上。如果你觉得不满意，为什么不私下去提一点建设性意见。\n这弹幕看得人浑身难受。", 29, 1, "2018-01-20 17:30:41"]
[560, "11672533", "sdwhsrw", "男", "这是我看过所有类型的教程里面最好的一个，原因如下\n1.部分发音虽不标准但是口齿清晰\n2.语速平均，即使高播放速度也很好分辨\n3.详细并且多次重复，允许走神，适合休闲学习", 21, 3, "2018-08-04 01:51:09"]
[318, "811170", "虫虫虫虫砸", "保密", "花了一个星期完整的看完了将近600集教程\n这个教程整体比较基础，讲的也不快，很适合刚入门没有什么基础的同学看\n有其他语言基础的同学可以两倍速快速刷\n不仅效率很高，而且还能听到老师鬼畜的 诶！ 诶！ 诶！的口头禅23333", 18, 7, "2018-04-19 00:51:04"]
[133, "152269", "山花", "保密", "目录大纲：\n本套教程15天\n1-3   天内容为Linux基础命令\n4-13  天内容为Python基础教程\n14-15 天内容为 飞机大战项目演练\n\n这是他们官网给的下载地址\nhttp://yun.itheima.com/course/273.html", 19, 2, "2017-12-15 22:04:52"]
[208, "38971263", "兄弟会的兄弟的兄弟", "保密", "没有点开展开的时候，我脑中还是自己帅气编程的场面", 15, 0, "2018-02-11 20:26:52"]
[1445, "403221003", "DYD_LoveWhoWho", "男", "首先感谢老师精彩的讲解！\n然后就47P-59P弹幕中各位童鞋提出的windows下如何使用ssh的问题作下解释，本人win10系统，亲测可用！\n1、登录http://slproweb.com/products/Win32OpenSSL.html\n2、下载Win64OpenSSL_Light-1_1_1b.exe（注意选择32和64位，此处为64位的）\n3、安装即可，注意安装第三步选择第一个，自动配置环境变量\n4、在cmd中分别输入ssh和scp看是否可用，如果返回usage：..等等，表示成功，然后就可以像老师一样愉快的玩耍了\n怎样解决免密登录：\n1、首先在cmd中，输入ssh-keygen，然后一路回车\n2、在你回车的命令中有id_rsa和id_rsa.pub的路径，默认C:\\Users\\你的机器名文件夹\\.ssh\n3、输入scp -P 22 .ssh/id_rsa.pub username@remote:~/.ssh/authorized_keys（这一步是将windows中的公钥传给服务器，并存为authorized_keys）\n4、在ubuntu中输入cat ~/.ssh/authorized_keys，查看公钥内容\n5、接下来就是见证奇迹的时刻了，在cmd中输入ssh username@remote，不用密码就能连接\n怎样解决配置别名：\n1、在cmd中输入cd .ssh，进入.ssh，此时cmd中显示路径C:\\Users\\你的机器名文件夹\\.ssh\n2、输入cd .&gt;config，在.ssh中创建host配置文件config\n3、在config中输入视频中的配置信息，两种方法：第一种，用记事本的方式打开config，输入保存；第二种，在cmd中输入echo Host 自定义名称 &gt;&gt; config，然后重复上述命令，修改其中的内容，输入剩余的HostName、User、Port。在cmd中输入type config，看是否输入成功。\n4、输入ssh 自定义名称  验证是否配置成功\n配图已上传CSDN\nhttps://blog.csdn.net/weixin_42633385/article/details/88785250\n如有问题可以私信我，不用谢，我叫红领巾！", 14, 0, "2019-03-25 03:35:18"]
[1202, "74131841", "猛禽不太萌", "男", "为了学习到处蹲WiFi终于把这五百多集下好了。[2233娘_大哭][2233娘_大哭]", 14, 0, "2019-02-08 21:37:24"]
[1107, "3889278", "lee洛神", "男", "开弹幕看的，感觉弹幕里面很多不太好的，讲道理学这个东西，又没有报班又没花钱，在这看视频就有人免费教，还在要求什么呢，要求是不是太多了？还有人喷水平不行的，水平再差是不是比没学过的人强一万倍？真正有实力的大牛来看这东西干嘛？就像日常里有人不信任医生看病开药，再不济人家也是学了快十年才能坐那给你看病。太浮躁了真的", 14, 0, "2019-01-21 14:18:37"]
[610, "27097551", "匿名用户918", "保密", "30天，600节课，完结撒花！", 14, 3, "2018-08-26 23:16:12"]
[1185, "395854603", "yong强世一也", "保密", "01，《Java编程学习第一季》：av35556299\n02，《Java编程学习第二季》：av37316788\n03，《Java编程学习第三季》：av37317551\n04，《Java编程学习第四季》：av38308449\n05，《JDBC编程和MySQL数据库》：av37325712\n06，《Web前端第一季（HTML）》：av35875257\n07，《Web前端第三季（JavaScript）》：av37383464\n08，《Web前端第四季（JQuery）》：av38513367\n09，《JavaWeb第一季基础（JSP和Servlet）》：av37398251\n10，《JavaWeb第二季进阶》：av37398729\n11，《3小时学会使用Maven构建项目》：av38517296\n12，《SSH框架第一季 - Struts入门》：av38472605\n13，《SSH框架第二季 - Hibernate入门》：av38476142\n14，《SSM框架第一季 - Mybatis入门》：av38513367\n15，《SSM框架第二季 - Spring入门》：av38516969\n16，《Spring Boot快速入门》：av38356979\n17，《手把手教你使用Cropper》：av38512574", 16, 0, "2019-02-02 22:33:04"]
[1160, "395854912", "xu右手挑灯往", "保密", "01，《Java编程学习第一季》：av35556299\n02，《Java编程学习第二季》：av37316788\n03，《Java编程学习第三季》：av37317551\n04，《Java编程学习第四季》：av38308449\n05，《JDBC编程和MySQL数据库》：av37325712\n06，《Web前端第一季（HTML）》：av35875257\n07，《Web前端第三季（JavaScript）》：av37383464\n08，《Web前端第四季（JQuery）》：av38513367\n09，《JavaWeb第一季基础（JSP和Servlet）》：av37398251\n10，《JavaWeb第二季进阶》：av37398729\n11，《3小时学会使用Maven构建项目》：av38517296\n12，《SSH框架第一季 - Struts入门》：av38472605\n13，《SSH框架第二季 - Hibernate入门》：av38476142\n14，《SSM框架第一季 - Mybatis入门》：av38513367\n15，《SSM框架第二季 - Spring入门》：av38516969\n16，《Spring Boot快速入门》：av38356979\n17，《手把手教你使用Cropper》：av38512574", 13, 0, "2019-01-29 22:19:27"]
[164, "13565853", "萌萌的萌大人", "女", "插一下，希望UP主不要介意，有没有小伙伴有想学安卓开发的呀，我最近开始录了安卓开发日记，零基础教学，点我头像就好了，不是营销号呀，求亲们不要举报我，新人UP主的视频没人看，只能出如此下策，只求一波支持，如果上热评了，艾特我，我来自删评论不影响小伙伴们的评论区。", 12, 1, "2018-01-16 11:46:39"]
[28, "800296", "秃头熊爱土豆", "男", "一般python 我推荐 廖雪峰的教程 看完之后看python学习手册 快速补充 廖雪峰里没有的知识 再加上 python高手之路 看完你就可以继续深入学习", 12, 3, "2017-09-08 10:35:34"]
[1223, "40598427", "柯拜不柯拜", "男", "从入门到摔门而去", 12, 0, "2019-02-16 17:45:16"]
[663, "105350002", "期末别挂", "保密", "看了挺多了，有一点想给一起学习的朋友提下意见，就是别老是在弹幕里发“另一个朋友你在哪”这样的东西了，这是上传的视频，又不是直播，弹幕又不是实时的，你知道人家能看见？再说了，咱们是来学习的，又不是来找朋友的，认真看视频学习不就行了。不过我认为一些交流问题的弹幕还是很有益的，我就通过弹幕解决了好多问题😄", 14, 0, "2018-09-22 17:35:10"]
[559, "176489715", "橙子皮桑", "女", "点开 收藏 退出 一气呵成23333", 11, 1, "2018-08-03 19:34:49"]
[552, "111547665", "无名诶", "男", "B站完全沦落为学习软件Σ( ￣□￣||)", 11, 1, "2018-08-01 15:37:07"]
[236, "45164584", "LinguaHarry", "男", "老师讲的太好了，既细心又认真！！大赞！！！！！！！！其实人家都已经掌握的很熟练了，还不耐其烦的给我们讲课，这么仔细认真，非常敬业！！", 11, 0, "2018-03-07 19:46:29"]
[174, "4565644", "agedth", "保密", "看了10P了，作为一个没接触过编程的电脑小白来说，这个教程很好懂。我是文科生，看这个不是为了就业，完全是感兴趣。加油，支持。", 11, 1, "2018-01-20 18:14:05"]
[891, "1958913", "挂科都是浮云", "男", "终于学完了 打卡", 11, 1, "2018-12-03 23:47:02"]
[590, "356898416", "Sophia-Lancet", "男", "老师确实是好老师，讲解细致又照顾零基础的同学，但是弹幕某些人素质真的堪忧阿。就算您真的有本事，有必要来新手区秀优越和存在感吗？", 11, 1, "2018-08-19 00:05:39"]
[677, "279740013", "懂懂kkw", "保密", "https://blog.csdn.net/jiandan1127/article/details/82850084\n100集之后,Python的学习笔记, 遇到的问题, 和总结的解决方法, \n还在学习中,持续更新, 不嫌弃的拿去...", 13, 2, "2018-09-28 18:36:55"]
[1005, "14179943", "LuffyTei", "男", "才看了4P就学习到了不少东西，非常好。尤其是QQ的截图功能，我现在已经运用自如了。给老师点赞。", 10, 1, "2018-12-30 11:48:57"]
[898, "2006081", "代号G", "男", "才5集就有那么多杠精，linux好不好用？你连尝试都没尝试过就说老师是软黑，还老师讲课个人情感很重。实话实说，就5节课听下来感觉老师完全是在阐述事实，哪来的个人情感？怕是那位同学自己排斥linux吧？做程序员有本事一辈子别用和别碰linux（包括mac os）【我猜会有人跟我杠就是不用linux】。linux初学确实很头大，一个不小心可能系统就被玩坏了，但玩linux就在于折腾，折腾久了不成高手也是能正常使用了，怕的就是对于编程和操作系统的热情不够，打击之下磨灭热情。其实linux初学稍微了解一些基础就够了，其他的知识可以在学python以及其他方面的使用时慢慢积累。玩linux可以用虚拟机装也可以玩树莓派，一个不花钱，一个花点小钱买硬件但以后可以通过gpio扩展些具体的应用。新手不建议linux双系统，你不了解linux可能会陷入很长一段重装的时间，而且双系统也不方便边学习边敲代码，虚拟机真的很好用，隔壁小孩都馋哭了。", 10, 0, "2018-12-05 12:16:01"]
[889, "12272759", "这是我想了好久的昵称", "男", "我一学网络的，老师叫我学python，找来视频，视频让我先学liuxn(;¬_¬)", 10, 0, "2018-12-01 16:34:15"]
[598, "34240103", "Laen丶", "男", "15天的教程我竟然花了两个月才看完[2233娘_无言]", 10, 0, "2018-08-21 13:40:18"]
[513, "177678357", "时光吹傻了肉包", "保密", "请问在哪能获取到笔记呢？就老师的那个WORD", 9, 2, "2018-07-18 14:50:26"]
[339, "2820614", "孔乙己2019", "保密", "简单的笔记  \nhttp://note.youdao.com/noteshare?id=ea95ac1026f79c45469063a6556df5eb", 9, 3, "2018-04-30 12:34:32"]
[1204, "47328977", "一场无良梦", "男", "400集（练习加笔记）打个卡，坚持", 9, 3, "2019-02-09 09:52:11"]
[1049, "47328977", "一场无良梦", "男", "表示找了小甲鱼的，慕课的，其他一些课程，比较之下，能认真听下去，认真做笔记，跟着敲代码的只有黑马大佬的。赞~", 9, 0, "2019-01-13 22:16:47"]
[447, "302185278", "扛着向日葵的汉子", "保密", "老师讲的很细，很好，已经刷完第一遍，谢谢老师，人生苦短，我学Python(^・ω・^ )", 8, 0, "2018-06-16 09:38:13"]
[226, "57036922", "書_咒", "男", "这是我在b站遇到的第二个讲的这么好的老师,所涉及的知识点对于小白来说真的是非常有用.能对每一个小细节都如此了解,我想必定是大师级别的人物.在此谢谢老师\n\n记得上一个老师还是半年前学网络七层结构的时候是韩立刚老师讲的课, \n只是不知道这个老师叫什么?（￣▽￣）", 8, 7, "2018-02-27 15:12:13"]
[212, "40215831", "ALWEING", "女", "请允许我用24种编程语言，向各位亲们祝福……\nC：printf(&#34;祝大家新年快乐&#34;);\nC++:cout&lt;&lt;&#34;祝大家新年快乐&#34;;\nQBasic:Print&#34;祝大家新年快乐&#34;\nAsp:Response.Write&#34;祝大家新年快乐&#34;\nPHP:echo&#34;祝大家新年快乐&#34;;\nJScript:alert(&#34;祝大家新年快乐&#34;)\nVBScript:MsgBox&#34;祝大家新年快乐&#34;\nJscript:document.write(&#34;祝大家新年快乐&#34;)\nDelphi:ShowMessage(&#39;祝大家新年快乐！&#39;);\nVB:Print&#34;祝大家新年快乐！&#34;\nVC:MessageBox(&#34;祝大家新年快乐！&#34;);\nshell:echo祝大家新年快乐\nperl:print&#39;祝大家新年快乐&#39;\njava:System.out.println(&#34;祝大家新年快乐&#34;);\npowerBuilder:messagebox（&#34;祝大家新年快乐&#34;)\nC#：System.Console.WriteLine(&#34;祝大家新年快乐!&#34;)\nCOBOL:DISPLAY&#39;祝大家新年快乐！\nPython:print(&#34;祝大家新年快乐！&#34;)\nAS:Alert.show(&#34;祝大家新年快乐！&#34;);\nFoxpro:?【祝大家新年快乐！】\nDOS批处理:echo祝大家新年快乐\n易语言:调试输出(“祝大家新年快乐！！！”)\n iapp：tw(&#34;祝大家新年快乐&#34;)\n html： &lt;br/&gt;☆祝大家新年快乐！☆&lt;br/&gt;", 7, 4, "2018-02-15 19:24:59"]
[1211, "23234787", "蛋蛋蛋蛋蛋但DNA变异噜", "女", "看到52集。。打游戏没意思，还是看Linux有点意思", 7, 0, "2019-02-12 04:14:28"]
[562, "51815484", "吼吼说说", "保密", "600集我两杯速加快进全部看完了，首先先感谢黑马程序员的免费视频。但是有一些编程基础的不太建议拿这个入门，感觉讲的太浅显了，没有深入。。。(〜￣△￣)〜", 5, 1, "2018-08-04 16:11:00"]
[478, "17686742", "愉悦的banana", "男", "进来 收藏 退出 一气呵成", 5, 0, "2018-06-29 15:26:10"]
[472, "4752389", "风见_一姬", "女", "6月25日16：08 536  完结撒花", 5, 6, "2018-06-25 16:07:08"]
[406, "302185278", "扛着向日葵的汉子", "保密", "还有坚持的兄弟吗？让我看见你们的双手，点赞互相加油一下(●￣(ｴ)￣●)", 5, 0, "2018-05-31 22:05:19"]
[266, "192429764", "moposx", "男", "本来在看中国大学mooc 结果网太卡 就来b站找课程\n结果看完p1我决定看这个了😂😂贼tm接地气", 5, 0, "2018-03-30 14:40:20"]
[121, "569059", "渣诚の新娘", "保密", "首先感谢无私奉献，顺便问一句齐了吗？ 没到600呢（￣▽￣）", 5, 0, "2017-11-12 18:19:24"]
[1449, "11321831", "请继续", "保密", "安装的时候，虚拟机，软件等等，我的电脑通通失败，然后上网各种查找解决方法，和视频里轻松安装完全不一样，累瘫了。。。", 5, 0, "2019-03-25 12:33:27"]
[1296, "403030338", "我游遍人间四", "保密", "Python练习100例链接：https://pan.baidu.com/s/1I1cIznZS8bgvOBcBD3FE9g 密码：e54b", 5, 1, "2019-03-06 17:21:10"]
[1214, "195596278", "maets菌", "男", "从入门到秃顶的教程(｀・ω・´)", 5, 0, "2019-02-14 22:21:11"]
[1028, "308130748", "大咕团子", "女", "看到25，等我什么时候看到100了，再来看我今天写的评论，算算过了多久嘻嘻🇨", 5, 10, "2019-01-07 20:51:57"]
[920, "42630292", "帅动九洲", "保密", "老师讲得超级好，真正的良师", 5, 0, "2018-12-09 12:21:51"]
[832, "385478527", "linut2003", "保密", "哪里可以下本视频的老师笔记？", 5, 0, "2018-11-14 19:55:50"]
[822, "22865810", "小栈烛光", "男", "请问能够获取老师使用的pdf吗？关注了黑马程序员微信公众号一顿操作都找不到", 5, 0, "2018-11-11 13:00:22"]
[728, "266762426", "ETT朵ruai咪", "保密", "老师讲的很好！良心！", 5, 0, "2018-10-17 20:12:59"]
[623, "177952273", "灬北城丶以北灬", "保密", "请问从哪里可以找到老师的这个笔记？", 5, 0, "2018-09-01 13:16:52"]
[504, "13264975", "唐云虎", "男", "黑马老师，你101到107章标题的Python打成了Ptyhon。\nΣ( ￣□￣||)", 4, 0, "2018-07-14 17:58:35"]
